"Tabela 6579 - População residente estimada"
"Município","Ano","Variável"
"Município","Ano","População residente estimada (Pessoas)"
"Cambé (PR)","2018","105704"
"Cambira (PR)","2018","7813"
"Campina da Lagoa (PR)","2018","14366"
"Campina do Simão (PR)","2018","3917"
"Campina Grande do Sul (PR)","2018","42880"
"Campo Bonito (PR)","2018","3905"
"Campo do Tenente (PR)","2018","7894"
"Campo Largo (PR)","2018","130091"
"Campo Magro (PR)","2018","28885"
"Campo Mourão (PR)","2018","94212"
"Cândido de Abreu (PR)","2018","15233"
"Candói (PR)","2018","15903"
"Cantagalo (PR)","2018","13306"
"Capanema (PR)","2018","19099"
"Capitão Leônidas Marques (PR)","2018","15724"
"Carambeí (PR)","2018","22993"
"Carlópolis (PR)","2018","14283"
"Cascavel (PR)","2018","324476"
"Castro (PR)","2018","71151"
"Catanduvas (PR)","2018","10213"
"Centenário do Sul (PR)","2018","10891"
"Cerro Azul (PR)","2018","17725"
"Céu Azul (PR)","2018","11709"
"Chopinzinho (PR)","2018","19343"
"Cianorte (PR)","2018","81393"
"Cidade Gaúcha (PR)","2018","12503"
"Clevelândia (PR)","2018","16671"
"Colombo (PR)","2018","240840"
"Colorado (PR)","2018","23879"
"Congonhinhas (PR)","2018","8777"
"Conselheiro Mairinck (PR)","2018","3843"
"Contenda (PR)","2018","18326"
"Corbélia (PR)","2018","17024"
"Cornélio Procópio (PR)","2018","47847"
"Coronel Domingos Soares (PR)","2018","7475"
"Coronel Vivida (PR)","2018","20892"
"Corumbataí do Sul (PR)","2018","3313"
"Cruzeiro do Iguaçu (PR)","2018","4264"
"Cruzeiro do Oeste (PR)","2018","20917"
"Cruzeiro do Sul (PR)","2018","4489"
"Cruz Machado (PR)","2018","18675"
"Cruzmaltina (PR)","2018","2980"
"Curitiba (PR)","2018","1917185"
"Curiúva (PR)","2018","15003"
"Diamante do Norte (PR)","2018","5146"
"Diamante do Sul (PR)","2018","3454"
"Diamante D'Oeste (PR)","2018","5239"
"Dois Vizinhos (PR)","2018","40234"
"Douradina (PR)","2018","8621"
"Doutor Camargo (PR)","2018","5976"
"Enéas Marques (PR)","2018","5990"
"Engenheiro Beltrão (PR)","2018","14020"
"Esperança Nova (PR)","2018","1732"
"Entre Rios do Oeste (PR)","2018","4481"
"Espigão Alto do Iguaçu (PR)","2018","4188"
"Farol (PR)","2018","3139"
"Faxinal (PR)","2018","17185"
"Fazenda Rio Grande (PR)","2018","98368"
"Fênix (PR)","2018","4777"
"Fernandes Pinheiro (PR)","2018","5690"
"Figueira (PR)","2018","7845"
"Floraí (PR)","2018","4953"
"Flor da Serra do Sul (PR)","2018","4645"
"Floresta (PR)","2018","6695"
"Florestópolis (PR)","2018","10646"
"Flórida (PR)","2018","2679"
"Formosa do Oeste (PR)","2018","6700"
"Foz do Iguaçu (PR)","2018","258823"
"Francisco Alves (PR)","2018","6101"
"Francisco Beltrão (PR)","2018","89942"
"Foz do Jordão (PR)","2018","4745"
"General Carneiro (PR)","2018","13735"
"Godoy Moreira (PR)","2018","2996"
"Goioerê (PR)","2018","28962"
"Goioxim (PR)","2018","7170"
"Grandes Rios (PR)","2018","5742"
"Guaíra (PR)","2018","32923"
"Guairaçá (PR)","2018","6553"
"Guamiranga (PR)","2018","8664"
"Guapirama (PR)","2018","3820"
"Guaporema (PR)","2018","2246"
"Guaraci (PR)","2018","5473"
"Guaraniaçu (PR)","2018","12733"
"Guarapuava (PR)","2018","180334"
"Guaraqueçaba (PR)","2018","7679"
"Guaratuba (PR)","2018","36595"
"Honório Serpa (PR)","2018","5305"
"Ibaiti (PR)","2018","31142"
"Ibema (PR)","2018","6334"
"Ibiporã (PR)","2018","53970"
"Icaraíma (PR)","2018","8025"
"Iguaraçu (PR)","2018","4366"
"Iguatu (PR)","2018","2258"
"Imbaú (PR)","2018","12936"
"Imbituva (PR)","2018","32179"
"Inácio Martins (PR)","2018","11129"
"Inajá (PR)","2018","3103"
"Indianópolis (PR)","2018","4449"
"Ipiranga (PR)","2018","15092"
"Iporã (PR)","2018","14073"
"Iracema do Oeste (PR)","2018","2325"
"Irati (PR)","2018","60357"
"Iretama (PR)","2018","10241"
"Itaguajé (PR)","2018","4487"
"Itaipulândia (PR)","2018","10961"
"Itambaracá (PR)","2018","6616"
"Itambé (PR)","2018","6107"
"Itapejara d'Oeste (PR)","2018","11831"
"Itaperuçu (PR)","2018","28187"
"Itaúna do Sul (PR)","2018","2951"
"Ivaí (PR)","2018","13791"
"Ivaiporã (PR)","2018","32035"
"Ivaté (PR)","2018","8128"
"Ivatuba (PR)","2018","3238"
"Jaboti (PR)","2018","5244"
"Jacarezinho (PR)","2018","39435"
"Jaguapitã (PR)","2018","13494"
"Jaguariaíva (PR)","2018","34683"
"Jandaia do Sul (PR)","2018","21122"
"Janiópolis (PR)","2018","5400"
"Japira (PR)","2018","4995"
"Japurá (PR)","2018","9349"
"Jardim Alegre (PR)","2018","11465"
"Jardim Olinda (PR)","2018","1343"
"Jataizinho (PR)","2018","12536"
"Jesuítas (PR)","2018","8495"
"Joaquim Távora (PR)","2018","11803"
"Jundiaí do Sul (PR)","2018","3315"
"Juranda (PR)","2018","7391"
"Jussara (PR)","2018","6983"
"Kaloré (PR)","2018","4154"
"Lapa (PR)","2018","47909"
"Laranjal (PR)","2018","5921"
"Laranjeiras do Sul (PR)","2018","32006"
"Leópolis (PR)","2018","3984"
"Lidianópolis (PR)","2018","3391"
"Lindoeste (PR)","2018","4762"
"Loanda (PR)","2018","22927"
"Lobato (PR)","2018","4755"
"Londrina (PR)","2018","563943"
"Luiziana (PR)","2018","7285"
"Lunardelli (PR)","2018","4845"
"Lupionópolis (PR)","2018","4894"
"Mallet (PR)","2018","13595"
"Mamborê (PR)","2018","13252"
"Mandaguaçu (PR)","2018","22531"
"Mandaguari (PR)","2018","34281"
"Mandirituba (PR)","2018","26411"
"Manfrinópolis (PR)","2018","2639"
"Mangueirinha (PR)","2018","16787"
"Manoel Ribas (PR)","2018","13494"
"Marechal Cândido Rondon (PR)","2018","52379"
"Maria Helena (PR)","2018","5720"
"Marialva (PR)","2018","35180"
"Marilândia do Sul (PR)","2018","8858"
"Marilena (PR)","2018","7067"
"Mariluz (PR)","2018","10354"
"Maringá (PR)","2018","417010"
"Mariópolis (PR)","2018","6586"
"Maripá (PR)","2018","5624"
"Marmeleiro (PR)","2018","14346"
"Marquinho (PR)","2018","4472"
"Marumbi (PR)","2018","4681"
"Matelândia (PR)","2018","17775"
"Matinhos (PR)","2018","34207"
"Mato Rico (PR)","2018","3340"
"Mauá da Serra (PR)","2018","10397"
"Medianeira (PR)","2018","45812"
"Mercedes (PR)","2018","5493"
"Mirador (PR)","2018","2231"
"Miraselva (PR)","2018","1816"
"Missal (PR)","2018","10700"
"Moreira Sales (PR)","2018","12201"
"Morretes (PR)","2018","16366"
"Munhoz de Melo (PR)","2018","3958"
"Nossa Senhora das Graças (PR)","2018","4008"
"Nova Aliança do Ivaí (PR)","2018","1534"
"Nova América da Colina (PR)","2018","3456"
"Nova Aurora (PR)","2018","10650"
"Nova Cantu (PR)","2018","5550"
"Nova Esperança (PR)","2018","27821"
"Nova Esperança do Sudoeste (PR)","2018","5063"
"Nova Fátima (PR)","2018","8170"
"Nova Laranjeiras (PR)","2018","11603"
"Nova Londrina (PR)","2018","13225"
"Nova Olímpia (PR)","2018","5785"
"Nova Santa Bárbara (PR)","2018","4220"
"Nova Santa Rosa (PR)","2018","8171"
"Nova Prata do Iguaçu (PR)","2018","10552"
"Nova Tebas (PR)","2018","5856"
"Novo Itacolomi (PR)","2018","2848"
"Ortigueira (PR)","2018","22327"
"Ourizona (PR)","2018","3430"
"Ouro Verde do Oeste (PR)","2018","5975"
"Paiçandu (PR)","2018","40777"
"Palmas (PR)","2018","50198"
"Palmeira (PR)","2018","33757"
"Palmital (PR)","2018","13389"
"Palotina (PR)","2018","31564"
"Paraíso do Norte (PR)","2018","13631"
"Paranacity (PR)","2018","11361"
"Paranaguá (PR)","2018","153666"
"Paranapoema (PR)","2018","3164"
"Paranavaí (PR)","2018","87813"
"Pato Bragado (PR)","2018","5535"
"Pato Branco (PR)","2018","81893"
"Paula Freitas (PR)","2018","5837"
"Paulo Frontin (PR)","2018","7321"
"Peabiru (PR)","2018","13985"
"Perobal (PR)","2018","6092"
"Pérola (PR)","2018","11144"
"Pérola d'Oeste (PR)","2018","6407"
"Piên (PR)","2018","12606"
"Pinhais (PR)","2018","130789"
"Pinhalão (PR)","2018","6327"
"Pinhal de São Bento (PR)","2018","2725"
"Pinhão (PR)","2018","32219"
"Piraí do Sul (PR)","2018","25291"
"Piraquara (PR)","2018","111052"
"Pitanga (PR)","2018","30635"
"Pitangueiras (PR)","2018","3185"
"Planaltina do Paraná (PR)","2018","4254"
"Planalto (PR)","2018","13528"
"Ponta Grossa (PR)","2018","348043"
"Pontal do Paraná (PR)","2018","26636"
"Porecatu (PR)","2018","13084"
"Porto Amazonas (PR)","2018","4821"
"Porto Barreiro (PR)","2018","3292"
"Porto Rico (PR)","2018","2561"
"Porto Vitória (PR)","2018","4068"
"Prado Ferreira (PR)","2018","3726"
"Pranchita (PR)","2018","5221"
"Presidente Castelo Branco (PR)","2018","5260"
"Primeiro de Maio (PR)","2018","11114"
"Prudentópolis (PR)","2018","51961"
"Quarto Centenário (PR)","2018","4560"
"Quatiguá (PR)","2018","7420"
"Quatro Barras (PR)","2018","23199"
"Quatro Pontes (PR)","2018","4000"
"Quedas do Iguaçu (PR)","2018","33788"
"Querência do Norte (PR)","2018","12180"
"Quinta do Sol (PR)","2018","4640"
"Quitandinha (PR)","2018","18873"
"Ramilândia (PR)","2018","4426"
"Rancho Alegre (PR)","2018","3832"
"Rancho Alegre D'Oeste (PR)","2018","2682"
"Realeza (PR)","2018","16894"
"Rebouças (PR)","2018","14851"
"Renascença (PR)","2018","6818"
"Reserva (PR)","2018","26602"
"Reserva do Iguaçu (PR)","2018","7950"
"Ribeirão Claro (PR)","2018","10693"
"Ribeirão do Pinhal (PR)","2018","13112"
"Rio Azul (PR)","2018","15134"
"Rio Bom (PR)","2018","3225"
"Rio Bonito do Iguaçu (PR)","2018","13283"
"Rio Branco do Ivaí (PR)","2018","4083"
"Rio Branco do Sul (PR)","2018","32273"
"Rio Negro (PR)","2018","33922"
"Rolândia (PR)","2018","65757"
"Roncador (PR)","2018","10058"
"Rondon (PR)","2018","9534"
"Rosário do Ivaí (PR)","2018","4886"
"Sabáudia (PR)","2018","6760"
"Salgado Filho (PR)","2018","3679"
"Salto do Itararé (PR)","2018","4973"
"Salto do Lontra (PR)","2018","14695"
"Santa Amélia (PR)","2018","3385"
"Santa Cecília do Pavão (PR)","2018","3376"
"Santa Cruz de Monte Castelo (PR)","2018","7849"
"Santa Fé (PR)","2018","11885"
"Santa Helena (PR)","2018","26206"
"Santa Inês (PR)","2018","1624"
"Santa Isabel do Ivaí (PR)","2018","8603"
"Santa Izabel do Oeste (PR)","2018","14521"
"Santa Lúcia (PR)","2018","3834"
"Santa Maria do Oeste (PR)","2018","9824"
"Santa Mariana (PR)","2018","11829"
"Santa Mônica (PR)","2018","3944"
"Santana do Itararé (PR)","2018","5031"
"Santa Tereza do Oeste (PR)","2018","10182"
"Santa Terezinha de Itaipu (PR)","2018","23224"
"Santo Antônio da Platina (PR)","2018","45728"
"Santo Antônio do Caiuá (PR)","2018","2656"
"Santo Antônio do Paraíso (PR)","2018","2144"
"Santo Antônio do Sudoeste (PR)","2018","20069"
"Santo Inácio (PR)","2018","5431"
"São Carlos do Ivaí (PR)","2018","6834"
"São Jerônimo da Serra (PR)","2018","11213"
"São João (PR)","2018","10303"
"São João do Caiuá (PR)","2018","5874"
"São João do Ivaí (PR)","2018","10386"
"São João do Triunfo (PR)","2018","14996"
"São Jorge d'Oeste (PR)","2018","9074"
"São Jorge do Ivaí (PR)","2018","5559"
"São Jorge do Patrocínio (PR)","2018","5698"
"São José da Boa Vista (PR)","2018","6254"
"São José das Palmeiras (PR)","2018","3682"
"São José dos Pinhais (PR)","2018","317476"
"São Manoel do Paraná (PR)","2018","2158"
"São Mateus do Sul (PR)","2018","45806"
"São Miguel do Iguaçu (PR)","2018","27325"
"São Pedro do Iguaçu (PR)","2018","5976"
"São Pedro do Ivaí (PR)","2018","10915"
"São Pedro do Paraná (PR)","2018","2338"
"São Sebastião da Amoreira (PR)","2018","8847"
"São Tomé (PR)","2018","5693"
"Sapopema (PR)","2018","6751"
"Sarandi (PR)","2018","95543"
"Saudade do Iguaçu (PR)","2018","5459"
"Sengés (PR)","2018","19267"
"Serranópolis do Iguaçu (PR)","2018","4513"
"Sertaneja (PR)","2018","5355"
"Sertanópolis (PR)","2018","16323"
"Siqueira Campos (PR)","2018","20778"
"Sulina (PR)","2018","3033"
"Tamarana (PR)","2018","14548"
"Tamboara (PR)","2018","5080"
"Tapejara (PR)","2018","16062"
"Tapira (PR)","2018","5584"
"Teixeira Soares (PR)","2018","12163"
"Telêmaco Borba (PR)","2018","78135"
"Terra Boa (PR)","2018","16984"
"Terra Rica (PR)","2018","16652"
"Terra Roxa (PR)","2018","17439"
"Tibagi (PR)","2018","20436"
"Tijucas do Sul (PR)","2018","16646"
"Toledo (PR)","2018","138572"
"Tomazina (PR)","2018","8032"
"Três Barras do Paraná (PR)","2018","12043"
"Tunas do Paraná (PR)","2018","8509"
"Tuneiras do Oeste (PR)","2018","8599"
"Tupãssi (PR)","2018","8128"
"Turvo (PR)","2018","13340"
"Ubiratã (PR)","2018","21119"
"Umuarama (PR)","2018","110590"
"União da Vitória (PR)","2018","57111"
"Uniflor (PR)","2018","2595"
"Uraí (PR)","2018","11356"
"Wenceslau Braz (PR)","2018","19444"
"Ventania (PR)","2018","11703"
"Vera Cruz do Oeste (PR)","2018","8590"
"Verê (PR)","2018","7342"
"Alto Paraíso (PR)","2018","2799"
"Doutor Ulysses (PR)","2018","5609"
"Virmond (PR)","2018","4023"
"Vitorino (PR)","2018","6817"
"Xambrê (PR)","2018","5728"
"Abdon Batista (SC)","2018","2577"
"Abelardo Luz (SC)","2018","17847"
"Agrolândia (SC)","2018","10711"
"Agronômica (SC)","2018","5385"
"Água Doce (SC)","2018","7138"
"Águas de Chapecó (SC)","2018","6455"
"Águas Frias (SC)","2018","2378"
"Águas Mornas (SC)","2018","6378"
"Alfredo Wagner (SC)","2018","9984"
"Alto Bela Vista (SC)","2018","1948"
"Anchieta (SC)","2018","5721"
"Angelina (SC)","2018","4860"
"Anita Garibaldi (SC)","2018","7313"
"Anitápolis (SC)","2018","3236"
"Antônio Carlos (SC)","2018","8411"
"Apiúna (SC)","2018","10636"
"Arabutã (SC)","2018","4266"
"Araquari (SC)","2018","36710"
"Araranguá (SC)","2018","67578"
"Armazém (SC)","2018","8587"
"Arroio Trinta (SC)","2018","3551"
"Arvoredo (SC)","2018","2246"
"Ascurra (SC)","2018","7889"
"Atalanta (SC)","2018","3226"
"Aurora (SC)","2018","5676"
"Balneário Arroio do Silva (SC)","2018","12705"
"Balneário Camboriú (SC)","2018","138732"
"Balneário Barra do Sul (SC)","2018","10550"
"Balneário Gaivota (SC)","2018","10692"
"Bandeirante (SC)","2018","2708"
"Barra Bonita (SC)","2018","1704"
"Barra Velha (SC)","2018","28463"
"Bela Vista do Toldo (SC)","2018","6311"
"Belmonte (SC)","2018","2703"
"Benedito Novo (SC)","2018","11526"
"Biguaçu (SC)","2018","67458"
"Blumenau (SC)","2018","352460"
"Bocaina do Sul (SC)","2018","3460"
"Bombinhas (SC)","2018","19193"
"Bom Jardim da Serra (SC)","2018","4712"
"Bom Jesus (SC)","2018","2961"
"Bom Jesus do Oeste (SC)","2018","2146"
"Bom Retiro (SC)","2018","9870"
"Botuverá (SC)","2018","5169"
"Braço do Norte (SC)","2018","33016"
"Braço do Trombudo (SC)","2018","3718"
"Brunópolis (SC)","2018","2473"
"Brusque (SC)","2018","131703"
"Caçador (SC)","2018","77863"
"Caibi (SC)","2018","6167"
"Calmon (SC)","2018","3357"
"Camboriú (SC)","2018","80834"
"Capão Alto (SC)","2018","2556"
"Campo Alegre (SC)","2018","11974"
"Campo Belo do Sul (SC)","2018","7081"
"Campo Erê (SC)","2018","8636"
"Campos Novos (SC)","2018","35930"
"Canelinha (SC)","2018","12080"
"Canoinhas (SC)","2018","54319"
"Capinzal (SC)","2018","22658"
"Capivari de Baixo (SC)","2018","24559"
"Catanduvas (SC)","2018","10735"
"Caxambu do Sul (SC)","2018","3735"
"Celso Ramos (SC)","2018","2738"
"Cerro Negro (SC)","2018","3181"
"Chapadão do Lageado (SC)","2018","2969"
"Chapecó (SC)","2018","216654"
"Cocal do Sul (SC)","2018","16544"
"Concórdia (SC)","2018","74106"
"Cordilheira Alta (SC)","2018","4385"
"Coronel Freitas (SC)","2018","10022"
"Coronel Martins (SC)","2018","2544"
"Corupá (SC)","2018","15709"
"Correia Pinto (SC)","2018","13040"
"Criciúma (SC)","2018","213023"
"Cunha Porã (SC)","2018","11053"
"Cunhataí (SC)","2018","1957"
"Curitibanos (SC)","2018","39595"
"Descanso (SC)","2018","8308"
"Dionísio Cerqueira (SC)","2018","15450"
"Dona Emma (SC)","2018","4105"
"Doutor Pedrinho (SC)","2018","4013"
"Entre Rios (SC)","2018","3189"
"Ermo (SC)","2018","2066"
"Erval Velho (SC)","2018","4407"
"Faxinal dos Guedes (SC)","2018","10686"
"Flor do Sertão (SC)","2018","1586"
"Florianópolis (SC)","2018","492977"
"Formosa do Sul (SC)","2018","2525"
"Forquilhinha (SC)","2018","26368"
"Fraiburgo (SC)","2018","36299"
"Frei Rogério (SC)","2018","2077"
"Galvão (SC)","2018","2956"
"Garopaba (SC)","2018","22568"
"Garuva (SC)","2018","17800"
"Gaspar (SC)","2018","68465"
"Governador Celso Ramos (SC)","2018","14333"
"Grão-Pará (SC)","2018","6542"
"Gravatal (SC)","2018","11423"
"Guabiruba (SC)","2018","23272"
"Guaraciaba (SC)","2018","10154"
"Guaramirim (SC)","2018","43822"
"Guarujá do Sul (SC)","2018","5141"
"Guatambú (SC)","2018","4710"
"Herval d'Oeste (SC)","2018","22495"
"Ibiam (SC)","2018","1959"
"Ibicaré (SC)","2018","3227"
"Ibirama (SC)","2018","18802"
"Içara (SC)","2018","55581"
"Ilhota (SC)","2018","14005"
"Imaruí (SC)","2018","10326"
"Imbituba (SC)","2018","44412"
"Imbuia (SC)","2018","6153"
"Indaial (SC)","2018","67923"
"Iomerê (SC)","2018","2927"
"Ipira (SC)","2018","4486"
"Iporã do Oeste (SC)","2018","8945"
"Ipuaçu (SC)","2018","7448"
"Ipumirim (SC)","2018","7565"
"Iraceminha (SC)","2018","4015"
"Irani (SC)","2018","10339"
"Irati (SC)","2018","1952"
"Irineópolis (SC)","2018","11155"
"Itá (SC)","2018","6209"
"Itaiópolis (SC)","2018","21556"
"Itajaí (SC)","2018","215895"
"Itapema (SC)","2018","63250"
"Itapiranga (SC)","2018","16736"
"Itapoá (SC)","2018","19963"
"Ituporanga (SC)","2018","24812"
"Jaborá (SC)","2018","3955"
"Jacinto Machado (SC)","2018","10457"
"Jaguaruna (SC)","2018","19755"
"Jaraguá do Sul (SC)","2018","174158"
"Jardinópolis (SC)","2018","1595"
"Joaçaba (SC)","2018","29827"
"Joinville (SC)","2018","583144"
"José Boiteux (SC)","2018","4985"
"Jupiá (SC)","2018","2110"
"Lacerdópolis (SC)","2018","2245"
"Lages (SC)","2018","157743"
"Laguna (SC)","2018","45500"
"Lajeado Grande (SC)","2018","1437"
"Laurentino (SC)","2018","6875"
"Lauro Müller (SC)","2018","15174"
"Lebon Régis (SC)","2018","12099"
"Leoberto Leal (SC)","2018","3083"
"Lindóia do Sul (SC)","2018","4580"
"Lontras (SC)","2018","11942"
"Luiz Alves (SC)","2018","12609"
"Luzerna (SC)","2018","5686"
"Macieira (SC)","2018","1784"
"Mafra (SC)","2018","56017"
"Major Gercino (SC)","2018","3430"
"Major Vieira (SC)","2018","8048"
"Maracajá (SC)","2018","7207"
"Maravilha (SC)","2018","25403"
"Marema (SC)","2018","1846"
"Massaranduba (SC)","2018","16704"
"Matos Costa (SC)","2018","2560"
"Meleiro (SC)","2018","7028"
"Mirim Doce (SC)","2018","2336"
"Modelo (SC)","2018","4200"
"Mondaí (SC)","2018","11592"
"Monte Carlo (SC)","2018","9824"
"Monte Castelo (SC)","2018","8280"
"Morro da Fumaça (SC)","2018","17642"
"Morro Grande (SC)","2018","2898"
"Navegantes (SC)","2018","79285"
"Nova Erechim (SC)","2018","4945"
"Nova Itaberaba (SC)","2018","4333"
"Nova Trento (SC)","2018","14312"
"Nova Veneza (SC)","2018","14987"
"Novo Horizonte (SC)","2018","2481"
"Orleans (SC)","2018","22785"
"Otacílio Costa (SC)","2018","18510"
"Ouro (SC)","2018","7317"
"Ouro Verde (SC)","2018","2227"
"Paial (SC)","2018","1537"
"Painel (SC)","2018","2363"
"Palhoça (SC)","2018","168259"
"Palma Sola (SC)","2018","7475"
"Palmeira (SC)","2018","2603"
"Palmitos (SC)","2018","16182"
"Papanduva (SC)","2018","19218"
"Paraíso (SC)","2018","3515"
"Passo de Torres (SC)","2018","8594"
"Passos Maia (SC)","2018","4186"
"Paulo Lopes (SC)","2018","7418"
"Pedras Grandes (SC)","2018","4000"
"Penha (SC)","2018","31764"
"Peritiba (SC)","2018","2814"
"Pescaria Brava (SC)","2018","10022"
"Petrolândia (SC)","2018","5971"
"Balneário Piçarras (SC)","2018","22511"
"Pinhalzinho (SC)","2018","19906"
"Pinheiro Preto (SC)","2018","3513"
"Piratuba (SC)","2018","3965"
"Planalto Alegre (SC)","2018","2850"
"Pomerode (SC)","2018","32874"
"Ponte Alta (SC)","2018","4714"
"Ponte Alta do Norte (SC)","2018","3408"
"Ponte Serrada (SC)","2018","11552"
"Porto Belo (SC)","2018","20834"
"Porto União (SC)","2018","35250"
"Pouso Redondo (SC)","2018","17189"
"Praia Grande (SC)","2018","7326"
"Presidente Castello Branco (SC)","2018","1590"
"Presidente Getúlio (SC)","2018","17215"
"Presidente Nereu (SC)","2018","2290"
"Princesa (SC)","2018","2911"
"Quilombo (SC)","2018","9946"
"Rancho Queimado (SC)","2018","2868"
"Rio das Antas (SC)","2018","6208"
